,allow_forking,commit_count,created_at,forks,github_pages,license,name,open_issues,size,star_count,topics_count,total_issue_count,updated_at,url,watchers_count,contributor_count
38,1.0,983,2017-05-14T18:07:01Z,217.0,0.0,MIT License,pyparsing/pyparsing,20.0,6545.0,1489.0,11.0,242.0,2022-05-09T07:19:00Z,https://github.com/pyparsing/pyparsing,1489.0,47
39,1.0,224,2016-06-22T23:21:38Z,693.0,1.0,Apache License 2.0,allenai/bi-att-flow,71.0,97182.0,1490.0,5.0,100.0,2022-05-04T02:03:12Z,https://github.com/allenai/bi-att-flow,1490.0,4
40,1.0,1451,2018-11-26T23:57:17Z,553.0,0.0,Apache License 2.0,tensorflow/addons,235.0,5987.0,1497.0,6.0,894.0,2022-05-09T08:07:23Z,https://github.com/tensorflow/addons,1497.0,190
41,1.0,1374,2016-10-20T14:42:14Z,407.0,0.0,MIT License,PythonOT/POT,24.0,44668.0,1485.0,16.0,150.0,2022-05-09T12:40:05Z,https://github.com/PythonOT/POT,1485.0,60
42,1.0,195,2017-04-05T17:05:10Z,367.0,0.0,MIT License,x90skysn3k/brutespray,3.0,147.0,1493.0,0.0,38.0,2022-05-06T02:48:03Z,https://github.com/x90skysn3k/brutespray,1493.0,10
43,1.0,13,2016-11-29T22:16:27Z,28.0,0.0,Not Found,fossasia/event-collect,2.0,24.0,1493.0,0.0,0.0,2022-05-09T06:21:09Z,https://github.com/fossasia/event-collect,1493.0,6
44,1.0,18,2018-10-07T06:25:26Z,359.0,0.0,MIT License,Jongchan/attention-module,37.0,20.0,1530.0,0.0,44.0,2022-05-09T08:35:57Z,https://github.com/Jongchan/attention-module,1530.0,2
45,1.0,113,2013-12-17T08:43:14Z,139.0,0.0,MIT License,madisonmay/CommonRegex,20.0,114.0,1485.0,0.0,27.0,2022-04-22T06:21:59Z,https://github.com/madisonmay/CommonRegex,1485.0,14
46,1.0,345,2017-12-13T16:22:37Z,414.0,0.0,Apache License 2.0,maximecb/gym-minigrid,3.0,7330.0,1490.0,5.0,94.0,2022-05-09T09:32:44Z,https://github.com/maximecb/gym-minigrid,1490.0,39
47,1.0,592,2019-07-01T13:39:33Z,295.0,0.0,MIT License,camelot-dev/camelot,165.0,17096.0,1534.0,0.0,223.0,2022-05-09T17:45:01Z,https://github.com/camelot-dev/camelot,1534.0,38
48,1.0,499,2018-06-06T03:06:15Z,437.0,0.0,Mozilla Public License 2.0,abbeyokgo/PyOne,57.0,1952.0,1483.0,4.0,0.0,2022-04-24T06:23:09Z,https://github.com/abbeyokgo/PyOne,1483.0,9
49,1.0,61,2021-08-16T11:50:30Z,210.0,0.0,Apache License 2.0,JingyunLiang/SwinIR,15.0,30551.0,1536.0,16.0,0.0,2022-05-09T09:47:39Z,https://github.com/JingyunLiang/SwinIR,1536.0,4
50,1.0,616,2011-02-06T05:47:45Z,316.0,0.0,Other,simplejson/simplejson,18.0,1300.0,1483.0,6.0,0.0,2022-05-08T17:04:27Z,https://github.com/simplejson/simplejson,1483.0,38
51,1.0,35,2019-03-02T20:57:11Z,399.0,0.0,Apache License 2.0,Daniil-Osokin/lightweight-human-pose-estimation.pytorch,1.0,226.0,1514.0,11.0,0.0,2022-05-09T02:58:23Z,https://github.com/Daniil-Osokin/lightweight-human-pose-estimation.pytorch,1514.0,
52,1.0,592,2012-11-23T10:19:44Z,396.0,0.0,ISC License,requests/requests-oauthlib,96.0,602.0,1491.0,4.0,0.0,2022-05-09T01:41:09Z,https://github.com/requests/requests-oauthlib,1491.0,113
53,1.0,174,2021-02-06T12:22:38Z,203.0,0.0,MIT License,iam-abbas/Reddit-Stock-Trends,17.0,1728.0,1480.0,0.0,0.0,2022-05-03T17:12:56Z,https://github.com/iam-abbas/Reddit-Stock-Trends,1480.0,27
54,1.0,45,2017-08-17T19:39:05Z,615.0,0.0,MIT License,openai/multiagent-particle-envs,52.0,107.0,1506.0,1.0,0.0,2022-05-06T05:56:38Z,https://github.com/openai/multiagent-particle-envs,1506.0,8
55,1.0,426,2011-02-26T06:48:00Z,193.0,0.0,"BSD 3-Clause ""New"" or ""Revised"" License",john-kurkowski/tldextract,20.0,912.0,1477.0,7.0,0.0,2022-05-09T07:51:54Z,https://github.com/john-kurkowski/tldextract,1477.0,43
